State id,Date,Simulated total infected,Simulated total death,Simulated total recovery
10.0,4/4/2020,105.77321649294699,0.3102813625005817,42.694213693538266
10.0,5/4/2020,102.74573045696467,0.40718994592557123,44.91695040952445
10.0,6/4/2020,98.73725362842868,0.5183405402302445,46.773697648981845
10.0,7/4/2020,94.84625370776347,0.6445779797497404,48.50948898432567
10.0,8/4/2020,90.96389347813113,0.7863456522742135,50.097714278027745
10.0,9/4/2020,87.29712040607264,0.943391169875816,51.615429512102985
10.0,10/4/2020,84.19361330455921,1.1143723926091957,53.16971894260763
10.0,11/4/2020,81.22456474417025,1.3307454479887901,54.607504957885915
10.0,12/4/2020,78.47629112510405,1.5685301496871402,55.99141987440706
10.0,13/4/2020,75.95527576680824,1.817712613220705,57.344503326093204
10.0,14/4/2020,73.6466333161064,2.0711854704269945,58.67877490630893
10.0,15/4/2020,71.53113008312762,2.3628567456200384,59.96263191446708
10.0,16/4/2020,69.58999186415224,2.657386168707902,61.23284688031149
10.0,17/4/2020,67.80933947753813,2.9547055898966006,62.49059567129558
10.0,18/4/2020,66.17027054022957,3.249299587789379,63.74239960701455
10.0,19/4/2020,66.71024009810091,3.538970192735065,66.0712443272335
10.0,20/4/2020,67.23880583878639,3.8442892735898084,68.40862123865914
10.0,21/4/2020,67.757563608238,4.174024993869529,70.74505085535229
10.0,22/4/2020,68.2679067007528,4.503210901204155,73.10487192461648
10.0,23/4/2020,68.77105343982012,4.826949045533719,75.49243057707235
10.0,24/4/2020,69.26807087412638,5.1470198002694465,77.90546313415882
10.0,25/4/2020,69.75989514135995,5.462217820454351,80.34475324450216
10.0,26/4/2020,70.24734897596352,5.7698768157147935,82.81260072672318
10.0,27/4/2020,70.73115677018639,6.073217386926025,85.30546789011383
10.0,28/4/2020,71.21195753959948,6.371840198394424,87.82348105787818
10.0,29/4/2020,71.69031609376263,6.665758224848661,90.36639353445146
10.0,30/4/2020,72.16673266914741,6.9551144318863525,92.93386362928129
10.0,1/5/2020,72.64165124394212,7.240093400394154,95.52553919203284
10.0,2/5/2020,73.11546672225634,7.5208923584981004,98.1410831585758
10.0,3/5/2020,73.58853114780518,7.7977107520328515,100.78018093915823
10.0,4/5/2020,74.11982157393555,8.07074585849797,106.93583286913255
,5/5/2020,75.90529338984477,8.340189758798314,113.61380534797655
11.0,5/3/2020,30.0,0.0,0.0
11.0,6/3/2020,47.74348287243754,0.0,1.0786571130816707
11.0,7/3/2020,79.76516992418536,0.0,2.571084432469677
11.0,8/3/2020,139.31656603024507,0.0,4.912582015412002
11.0,9/3/2020,246.1195170690265,0.0,8.701495356234226
11.0,10/3/2020,441.39489628664484,0.0,15.165383203400262
11.0,11/3/2020,794.3466902133252,0.0,26.385763355350402
11.0,12/3/2020,1407.2441470993613,0.0,45.40830824810215
11.0,13/3/2020,2467.643347671837,0.0,77.96668894806788
11.0,14/3/2020,442.27259226404027,0.0,52.522313939534804
11.0,15/3/2020,423.3587341231841,0.0,22.66336433457433
11.0,16/3/2020,287.9083182184172,0.0,13.840740790220686
11.0,17/3/2020,290.3800489997158,0.0,14.640111965827224
11.0,18/3/2020,293.01960298669763,0.0,15.49308571354275
11.0,19/3/2020,296.38504301911684,0.0,16.748297674438184
11.0,20/3/2020,293.1862444182912,0.0,17.686216124102124
11.0,21/3/2020,168.91697208609457,0.0,17.4072592636712
11.0,22/3/2020,94.93325162786161,0.04075587401468453,16.63996142881556
11.0,23/3/2020,526.5607825576427,0.09412046596946182,28.387703676894596
11.0,24/3/2020,789.1667762986332,0.17402885506607887,36.72912004136055
11.0,25/3/2020,635.714382458575,0.34049971308536053,37.90268774386725
11.0,26/3/2020,751.0605250090875,0.5865382892870128,45.58264758183017
11.0,27/3/2020,707.6343740536271,0.980481379900069,51.25264392978157
